first_name,pctmale
mary,0.3657958241122905
anna,0.3042465401198226
emma,0.2307789099326192
elizabeth,0.3119022798214169
minnie,0.4923673673673674
margaret,0.29719817472838883
ida,0.40788941191505673
alice,0.3377985463900167
bertha,0.4490300567397638
sarah,0.3059971591872965
annie,0.5413803372459558
clara,0.35088325188651553
ella,0.27247043924061426
florence,0.4263906519545617
cora,0.2659409982064444
martha,0.3607210798079536
laura,0.32200670483134913
nellie,0.39223208498141365
grace,0.26604099203040465
carrie,0.44522264873803696
maude,0.29083116485534977
mabel,0.2972016538654381
bessie,0.4314407310490976
jennie,0.37623218002591996
gertrude,0.3199026774952972
julia,0.37243908113195867
hattie,0.4825679649112524
edith,0.30636230963760125
mattie,0.5872609546755007
rose,0.4280280296517381
catherine,0.2738425533001558
lillian,0.3104874805537932
ada,0.27477432794365636
lillie,0.5520355123876011
helen,0.3031143165626349
jessie,39.634137610080906
louise,0.6501726463928493
ethel,0.5315733143061007
lula,0.39801812802329406
myrtle,0.36360715824212736
eva,0.3624027920582741
frances,0.8386818131597714
lena,0.2294821165853624
lucy,0.2913553796854655
edna,0.3523472344799835
maggie,0.23662283829933628
pearl,2.426947097381175
daisy,0.4223850586346032
fannie,0.43091367713004486
josephine,0.3102180020828024
dora,0.5180029573259746
rosa,0.6638032018742679
katherine,0.28242595221984634
agnes,0.2923792756539235
marie,0.40622345436139634
nora,0.4599875838826973
may,1.414035158699654
mamie,0.35594479014621905
blanche,0.2545458696222904
stella,0.20152249719081858
ellen,0.2705159437152311
nancy,0.29277338683950827
effie,0.5456686138658697
sallie,0.2700054001080021
nettie,0.17797552836484984
della,0.20147847514132483
lizzie,0.2601111847809456
flora,0.2479672452569056
susie,0.32456539759261205
maud,0.23534770725781962
mae,0.5316843157550183
etta,0.054502369668246446
harriet,0.13512457145409673
sadie,0.1777514442304844
caroline,0.12908454411015216
katie,0.20834725098536977
lydia,0.15718006480131191
elsie,0.4829522226159003
kate,0.10646697131373065
susan,0.2260321884768915
mollie,0.09707508546828177
alma,1.3461349933826774
addie,1.5843244555263796
georgia,0.46092577702082393
eliza,0.309844914466496
lulu,0.0
nannie,0.07818608287724785
lottie,0.28395747042999275
amanda,0.27046284964315864
belle,0.0
charlotte,0.18019764574882685
rebecca,0.28045264924987207
ruth,0.33403168673380956
viola,0.3275842548213005
olive,0.6224959438429191
amelia,0.10787112649514148
hannah,0.15884033209642542
jane,0.30142258702447533
virginia,0.3078177118525907
emily,0.20368230138114907
matilda,0.029254307696808354
irene,0.3789127317495063
kathryn,0.24010765266185277
esther,0.3670748650515879
willie,75.46430897529729
henrietta,0.1115678214914856
ollie,28.907340097500473
amy,0.2644680195700604
rachel,0.3142328372438643
sara,0.2884747045048934
estella,0.13529469644789924
theresa,0.30054408843596164
augusta,9.34945880273912
ora,12.544450159908752
pauline,0.3414939368302312
josie,0.7874621264553439
lola,0.29751279305010114
sophia,0.12278399245352664
leona,0.26466934336796244
anne,0.2555776425123159
mildred,0.3497739616154563
ann,0.2895644211792049
beulah,0.2902421409786474
callie,0.993806262383575
lou,10.063778899813979
delia,0.16845995000543418
eleanor,0.20018398787234867
barbara,0.2872483277423532
iva,1.4640604314305738
louisa,0.02444868221602856
maria,0.7631824043559249
mayme,0.0
evelyn,0.3103813208982373
estelle,0.29027841168416246
nina,0.19211557673096136
betty,0.36048042807424363
marion,27.680189412950114
bettie,0.21596024249993495
dorothy,0.3303386937382086
luella,0.05098464087693582
inez,1.388909088264809
lela,0.1591946622966171
rosie,0.5704922012502276
allie,5.784480841918032
millie,0.6047294406252673
janie,0.36665072533078275
cornelia,0.11861855011633743
victoria,0.24654716656499773
ruby,0.8338327572854324
winifred,2.4484735781806912
alta,0.40442447286553757
celia,0.13377926421404682
christine,0.3457769942586044
beatrice,0.37887206735962864
birdie,0.800725185073274
harriett,0.023169601482854494
mable,0.4040745752518418
myra,0.08221960695803576
sophie,0.08956452276633342
tillie,0.17928286852589642
isabel,1.4377022015308134
sylvia,0.3742940764252442
carolyn,0.2905438730215666
isabelle,0.019961872822908247
leila,0.02178088430390274
sally,0.31546202753832353
ina,0.19161041181499278
essie,2.979424272966395
bertie,5.885993261362855
nell,0.3604663993820576
alberta,0.5641489692616577
katharine,0.026755527448738842
lora,0.4762724507947438
rena,0.31591113394118403
mina,3.471795158494996
rhoda,0.027080351270842202
mathilda,0.0
abbie,1.4915928403543661
eula,0.699801863327853
dollie,0.31686665627759597
hettie,0.0
eunice,1.4518295764059208
fanny,0.0
ola,2.0651310563939633
lenora,0.08739287325214252
adelaide,0.0
christina,0.4145064769240704
lelia,0.0
nelle,0.0
sue,0.35790141505530576
johanna,0.24339622641509434
lilly,0.03890924418793165
lucinda,0.028981688842049796
minerva,0.0
lettie,0.0
roxie,1.0996749729144095
cynthia,0.275341298246156
helena,0.0
hilda,0.22599009595317188
hulda,0.0
bernice,1.835738368172623
genevieve,0.12808441696143047
jean,5.053707952258677
cordelia,0.0
marian,0.94779409699795
francis,90.71349963894592
jeanette,0.32803108048673213
adeline,0.03865538722290778
gussie,7.76822219089243
leah,0.19148573825851822
lois,0.7890417499776179
lura,0.0524824183898394
mittie,0.0
hallie,3.861506421381465
isabella,0.11291767470054018
olga,0.3201345211725331
phoebe,0.013465474523322203
teresa,0.27985411041735286
hester,3.6399376398020737
lida,0.0
lina,0.02875215641173088
winnie,0.9071016510841455
claudia,0.5931198102016607
marguerite,0.1076552473938903
vera,0.27509077302585994
cecelia,0.0189000189000189
bess,0.06979341150195421
emilie,0.026962483629920653
john,99.58000731985585
rosetta,0.15698027043419316
verna,0.7557762902180954
myrtie,0.0
cecilia,0.17214884553288334
elva,2.525580388883737
olivia,0.14604380920095705
ophelia,0.07135721421435706
georgie,11.452312138728324
elnora,0.12683797622962373
violet,0.1692859669513366
adele,0.026849569186458054
lily,0.08808699349978738
linnie,8.225358630263766
loretta,0.284543398536472
madge,0.0
polly,0.08164653852696037
virgie,2.974441179089857
eugenia,0.050462573591253154
lucile,0.27547418864242873
lucille,0.32810551873482513
mabelle,0.0
rosalie,0.12423003261038355
kittie,0.0
meta,0.0
angie,0.20438092860708937
dessie,2.710328317373461
georgiana,0.0
lila,0.08073196986006459
regina,0.3111552466070837
selma,1.1914482963402866
wilhelmina,0.039789909279006844
bridget,0.16484422221001155
lilla,0.0
malinda,0.0
vina,0.0
freda,0.061198069907026004
gertie,0.0
jeannette,0.07078981204582557
louella,0.0
mandy,0.3250577095208932
roberta,0.4544635644588571
cassie,0.8340535868625756
corinne,0.03065290691733933
ivy,5.14324007371419
melissa,0.3286415884343441
lyda,0.10119409026512852
naomi,0.16090986164058851
norma,0.4580612325359674
bell,5.005775895263766
margie,0.37905152467126924
nona,0.0
zella,0.0
dovie,0.11138338159946537
elvira,0.16341689879294335
erma,0.4319419237749546
irma,0.34163469490123777
leota,0.0
william,99.61643231479252
artie,40.568403455001395
blanch,0.46511627906976744
charity,0.11106681095859201
lorena,0.4927438407019912
lucretia,0.0
orpha,0.0
alvina,0.047952431188261244
annette,0.29505501977873827
catharine,0.0
elma,2.188491164476665
geneva,0.34907365567103477
janet,0.27171770036491905
lee,78.8669565808249
leora,0.05187170398547593
lona,0.15639374425022998
miriam,0.24848125779267288
zora,0.2328675981370592
linda,0.25776803209853505
octavia,0.7069474112501272
sudie,0.0
zula,0.0
adella,0.0
alpha,26.606538895152198
frieda,0.0
george,99.33038868544621
joanna,0.282929896259038
leonora,0.0
priscilla,0.20229877464742213
tennie,0.6795422031473534
angeline,0.027638815953124566
docia,0.0
ettie,0.0
flossie,0.16941391941391942
hanna,0.33433045926447297
letha,0.13046654837699614
minta,0.0
retta,0.0
rosella,0.03185119123455217
adah,0.0
berta,0.0
elisabeth,0.05754966322789667
elise,0.09395419021452873
goldie,1.166470020379706
leola,0.18517199629656006
margret,0.0
adaline,0.0
floy,4.657534246575342
idella,0.0
juanita,0.47554836821167895
lenna,0.0
lucie,0.0
missouri,0.0
nola,0.036421027072963456
zoe,0.3688556324395858
eda,0.0
isabell,0.0335098183767844
james,99.548534156706
julie,0.29807308658201703
letitia,0.0
madeline,0.12491714679039412
malissa,0.0
mariah,0.16337972841468096
pattie,0.05258729490954985
vivian,1.1752874220017828
almeda,0.0
aurelia,0.0
claire,1.0982713687032524
dolly,0.21834061135371177
hazel,0.9881902694674911
jannie,0.1885902876001886
kathleen,0.23669185687631134
kathrine,0.0
lavinia,0.0
marietta,0.0
melvina,0.0
ona,1.1611763221002147
pinkie,0.28263103802672146
samantha,0.20604912347899837
susanna,0.0
chloe,0.150370696456046
donnie,89.47290669503043
elsa,0.07068089259870082
gladys,0.382405604129831
matie,0.0
pearle,0.0
vesta,0.3298717165546732
vinnie,19.87561544441565
antoinette,0.08656135035706557
clementine,0.0
edythe,0.0
harriette,0.0
libbie,0.0
lilian,0.0
lue,9.631490787269682
lutie,0.0
magdalena,0.053981106612685556
meda,0.0
rita,0.2734208889341857
tena,0.0
zelma,0.6636643754444181
adelia,0.0
annetta,0.0
antonia,7.269646379066084
dona,0.9202776609171225
elizebeth,0.0
georgianna,0.0
